,newspaper,category,title,keywords,summary,text
19,abc,politics,Biden travels to survey Kentucky flood damage in first presidential trip after COVID isolation,"['damage', 'covid', 'flood', 'survey', 'isolation', 'tested', 'positive', 'help', 'presidential', 'kentucky', 'biden', 'going', 'long', 'federal', 'travels', 'trip', 'president', 'flooding']","President Joe Biden on Monday traveled to Kentucky to survey damage from severe flooding in the state -- a visit that also marks his first official trip since he tested positive for COVID-19 last month.
And we're all Americans, everybody has an obligation to help,"" Biden said.
President Joe Biden surveys damage from Marine One while travelling to Wendell Ford Airport in Chavies, Ky., Aug. 8, 2022.
Jim Watson/AFP via Getty ImagesThe president tested positive last month and, according to his doctor, experienced mild symptoms including a slight fever, cough and sore throat.
After he got the green light to leave isolation, Biden traveled to his home in Rehoboth Beach, Delaware, before traveling Monday to Kentucky.","At least 37 people were killed in the heavy rains.

President Joe Biden on Monday traveled to Kentucky to survey damage from severe flooding in the state -- a visit that also marks his first official trip since he tested positive for COVID-19 last month.

He landed in Lexington on Monday morning to talk with local officials about the flooding, which killed at least 37 people after rain soaked the eastern part of the state. On Sunday, the president amended an existing emergency declaration for Kentucky to free up additional disaster assistance.

Biden and first lady Jill Biden met with Gov. Andy Beshear and Kentucky first lady Britainy Beshear. The Bidens also visited families affected by the flooding and made an unannounced stop at Lost Creek, site of some of the damage.

In Lost Creek, the president reaffirmed his promise of federal assistance “until everybody is back where they were.”

Biden said he had just met one man across the road from where he was speaking who told him that he didn’t “want to ask too much” of the federal government because people there are used to “having neighbors help us out.”

“I said, ‘You're kidding me.’ Seriously. And he pointed out that -- here's the deal, it is true that the people here in this community, in Western Kentucky and the folks I've met [after last year's] tornado, they’re not just Kentuckians, they're Americans. They're Americans. This happened in America! American problem! And we're all Americans, everybody has an obligation to help,"" Biden said. ""We have the capacity to do this. It's not like it's beyond our control. The weather may be beyond our control for now, but it's not beyond our control.""

Biden also promised local families that he was “coming back” because he wanted to see the area once it was rebuilt.

""It's going to take a while to get through this. But I promise you, we are not leaving. The federal government and all the resources, we're not leaving. As long as it takes, we're going to be here,"" the president said at a separate roundtable event on the flooding on Monday.

""We want to help everybody, every American the same way,"" he added. ""But some outfits who are asking for help -- some Democrat, Republican, doesn't matter -- some folks don't know what to do with it as quickly as they think they can use it.""

Beshear, alongside Biden, praised the assistance that has already come into the state from charities but said federal aid would go a long way in the flood recovery.

President Joe Biden, First Lady Jill Biden, and Andy Beshear, Governor of Kentucky, look at a bus that was swept away by flood waters as they survey damage in Lost Creek, Ky., on Aug. 8, 2022. Jim Watson/AFP via Getty Images

""We are overwhelmed with clothes and water and the rest. There are a lot of good charities out there, including our team in Eastern Kentucky Tornado Relief Fund, the Red Cross and others but [what] we need now are the dollars and the medium-term and long-term rebuilding,"" the governor said.

Leaving Kentucky on Monday, Biden once again spoke of bipartisan success just before taking off from Lexington.

""Think it was a good day, we're going to get a lot done down in Kentucky,"" he said.

One reporter asked why his message of bipartisan success hasn't been resonating, given his ""terrible"" polling numbers.

""Well it's a long way home, you know. Fact is that we've been divided for so long and it's really recently that we have any kind of movement, and I think you're going to see a lot of change,"" he said.

Biden previously visited Kentucky in December to survey tornado damage in the state.

He told reporters at Dover Air Force Base before flying on Monday that he felt ""great"" and again tested negative for COVID that morning. He was first cleared to leave isolation Sunday after testing negative for a second time following a so-called rebound case of the virus.

President Joe Biden surveys damage from Marine One while travelling to Wendell Ford Airport in Chavies, Ky., Aug. 8, 2022. Jim Watson/AFP via Getty Images

The president tested positive last month and, according to his doctor, experienced mild symptoms including a slight fever, cough and sore throat. He tested negative less than a week after that first positive test but received another positive test just days after that.

During his initial bout with COVID, Biden took Paxlovid, which is a key therapeutic for high-risk patients in preventing hospitalization and other severe outcomes. But it at times produces a rebound case after a patient finishes their course of treatment.

After he got the green light to leave isolation, Biden traveled to his home in Rehoboth Beach, Delaware, before traveling Monday to Kentucky.

ABC News' Sarah Kolinovsky contributed to this report."
20,abc,politics,"Video Biden tours flood-ravaged Kentucky, promises federal support","['video', 'floodravaged', 'road', 'visited', 'biden', 'kentucky', 'support', 'federal', 'tours', 'shah', 'president', 'promises', 'zohreen']","Biden tours flood-ravaged Kentucky, promises federal support President Joe Biden visited Kentucky communities affected by deadly flooding last month.
ABC News correspondent Zohreen Shah breaks down the road ahead for those impacted by the floods.","Biden tours flood-ravaged Kentucky, promises federal support President Joe Biden visited Kentucky communities affected by deadly flooding last month. ABC News correspondent Zohreen Shah breaks down the road ahead for those impacted by the floods."
21,abc,politics,WH will communicate concerns to Beijing; Pentagon says China trying to 'manufacture' a Taiwan 'conflict',"['pelosis', 'taiwan', 'going', 'biden', 'trying', 'manufacture', 'concerns', 'pentagon', 'china', 'press', 'communicate', 'beijing', 'military', 'trip', 'house', 'conflict', 'wh']","China has launched massive drills around Taiwan, including missile launches over the island and a substantial mobilization of its surrounding naval forces.
Pelosi, D-Calif., arrived in Taiwan on Aug. 2 intending to underscore Washington's commitment to Taipei but infuriated China.
When asked about Pelosi going to Taiwan, which Biden previously said the military had concerns about, he only said Monday that ""that was her decision.""
We're going to communicate closely with our allies and partners and we're going to communicate that directly with Beijing,"" Jean-Pierre said.
The diplomatic relationship between the U.S. and China frayed further after Pelosi's trip, with China canceling its dialogue on climate and military issues and each country summoning the other's ambassador.","The White House said Monday that it will communicate ""directly"" to Beijing its unease with China's recent military exercises as tensions rise higher over Taiwan in the wake of House Speaker Nancy Pelosi's trip to the self-governing democracy.

President Joe Biden said Monday morning that he ""not worried, but I'm concerned that they're moving as much as they are"" when asked about China's recent maneuvers around Taiwan, an island that China considers a breakaway territory.

""But I don't think they're going to do anything more,"" Biden said.

The U.S. does not officially support Taiwanese independence but maintains unofficial and military ties with Taiwan -- a decades-old strategy kinked by Pelosi's visit last week, the most high-level trip by an American in decades.

China has launched massive drills around Taiwan, including missile launches over the island and a substantial mobilization of its surrounding naval forces.

In response, Taiwan has said it will conduct its own live-fire artillery drills.

Pelosi, D-Calif., arrived in Taiwan on Aug. 2 intending to underscore Washington's commitment to Taipei but infuriated China. She also made appearances in Japan, South Korea and more during her trip and said she was focused on ""advancing a free and open Indo-Pacific region.""

When asked about Pelosi going to Taiwan, which Biden previously said the military had concerns about, he only said Monday that ""that was her decision.""

White House press secretary Karine Jean-Pierre expanded on Biden's remarks during a press gaggle later Monday, saying that he was uneasy over the chance that China may miscalculate some of its military drills -- and blunder into a broader problem.

""They [the maneuvers] are they are provocative, irresponsible and raise the risk of miscalculation,"" she said.

President Joe Biden speaks to the media before boarding Air Force One for a trip to Kentucky to view flood damage, Aug. 8, 2022, in Dover Air Force Base, Del. Evan Vucci/AP

""We knew that the Chinese were going to react this way. We're going to communicate closely with our allies and partners and we're going to communicate that directly with Beijing,"" Jean-Pierre said.

It was not immediately clear at what level such conversations would take place. Biden and Chinese leader Xi Jinping last spoke on July 29 about tensions over Taiwan. The diplomatic relationship between the U.S. and China frayed further after Pelosi's trip, with China canceling its dialogue on climate and military issues and each country summoning the other's ambassador.

Colin Kahl, the Pentagon's top policy official, separately said Monday that he believes Beijing has been trying to ""coerce the international community"" into a ""manufactured"" conflict in Taiwan.

""We're not going to take the bait and it's not going to work. So it's a manufactured crisis, but that doesn't mean we have to play into that,"" he told reporters.

Washington's relationship with Taipei is dictated in part by the Taiwan Relations Act, which mandates that the U.S. bolster Taiwan's defenses. However, the U.S. also operates with ""strategic ambiguity"" on the island's conflict with China.

""What's important for us right now is to make sure that Beijing understands that our forces in the region will continue to operate, to fly, to sail wherever international waters allows,"" Kahl said. ""We will continue to stand by our allies and partners ... even as China tries to kind of chip away at the status quo.""

Secretary of State Antony Blinken also weighed in on Monday, saying at a press conference, ""The reaction now by China with regard to Taiwan and the military actions it's taken, allegedly in response to the peaceful visit of a member of our of our Congress -- that too doesn't help things, nor does the fact that China has been ceasing cooperation with the United States on dealing with climate change.""

""That's not punishing the United States, that's punishing the entire the entire world,"" Blinken said.

ABC News' Luis Martinez and Matt Seyler contributed to this report."
22,abc,politics,Video What the Inflation Reduction Act means for Americans,"['video', 'means', 'passed', 'yvette', 'simpson', 'americans', 'impact', 'reduction', 'act', 'senate', 'inflation', 'political']",What the Inflation Reduction Act means for Americans ABC News political contributors Barbara Comstock and Yvette Simpson break down the impact of the Inflation Reduction Act after Senate Democrats passed the bill.,What the Inflation Reduction Act means for Americans ABC News political contributors Barbara Comstock and Yvette Simpson break down the impact of the Inflation Reduction Act after Senate Democrats passed the bill.
23,abc,politics,"Rep. Colin Allred details how climate, tax, health care bill will lower everyday costs","['areas', 'thats', 'rep', 'details', 'climate', 'bill', 'costs', 'going', 'things', 'health', 'colin', 'care', 'shes', 'families', 'everyday', 'lower', 'inflation', 'tax']","Democratic Rep. Colin Allred of Texas joined ABC News on GMA3 to discuss the Inflation Reduction Act, a sweeping climate, tax and health care package that the Senate passed over the weekend.
Tell us what makes this bill historic and what it's actually going to do for those families who need some relief?
ALLRED: Well, it's going to help you lower the cost of your health care.
You didn't mention inflation in that answer… So are you comfortable selling this to your constituents as something that's going to bring down inflation?
And so this is what we're trying to do, is find areas that we can control, where we can lower your costs.","As the United States faces decades-high inflation, people across the country are looking to lawmakers for respite.

Democratic Rep. Colin Allred of Texas joined ABC News on GMA3 to discuss the Inflation Reduction Act, a sweeping climate, tax and health care package that the Senate passed over the weekend. The bill is now set for a vote in the House this week.

GMA3: So many American families are in a financial crisis right now. Tell us what makes this bill historic and what it's actually going to do for those families who need some relief?

ALLRED: Well, it's going to help you lower the cost of your health care. For the first time in so long, that we've been pushing for this, Medicare is going to have the ability to negotiate to lower the cost of prescription drugs. And it will be the drugs that we don't have the market mechanisms to hold down the costs… So those are the ones that are really hitting families the hardest.

The Senate vote on the Inflation Reduction Act is seen in a still from video from the the Capitol, Aug. 7, 2022. senate.gov

It's also going to make sure that, if you're using the individual market, that your rates stay low. That's something we started in the American Rescue Plan. It's extended those benefits.

But also for your homes, it's going to encourage you -- to give you tax credits toward getting more efficient energy use in your home, but also more efficient energy grids. So it should lower your costs overall in terms of what you'll be paying to keep the lights on and the AC on, which we're needing a lot of here in Texas right now.

GMA3: It is called the Inflation Reduction Act. You didn't mention inflation in that answer… So are you comfortable selling this to your constituents as something that's going to bring down inflation?

ALLRED: Well, it lowers costs. And that's also a way of combating inflation, because when you have to spend more in some areas, if you can lower costs in other areas, that's basically the same thing in terms of balancing out your budget and trying to help working families get by.

I was raised by a single mother who was a public school teacher here in Dallas. I know what it's like to go to the store and wonder, are you going to be able to get all the things you need for the week? And so this is what we're trying to do, is find areas that we can control, where we can lower your costs.

So much of what we're dealing with in terms of inflation is a global issue that's happening around the world caused by the pandemic and also the war that Russia [caused by] invading Ukraine.

So there's some things that we can't control. The areas where we can, that's what we should target. And that's all we're trying to do here.

GMA3: How confident are you that this bill will make it to the president soon and in its current form? What still needs to be done?

ALLRED: Well, now that it's gotten through the Senate, we have to get it through the House. And there's always going to be some back and forth with my colleagues. That's just the way that the House works. But I do think that we'll pass it this week and send it to the president's desk.

UNITED STATES - JUNE 24: Rep. Colin Allred speaks during a press conference in Washington, June 24, 2020. CQ-Roll Call, Inc via Getty Images, FILE

This is a huge win for President Biden but, more importantly, for the American people. This is the biggest investment that we've ever made in combating climate change.

[The bill is] going to allow us to do so many things that we need to do to try and really head off what we know is a coming climate disaster for us down the road.

GMA3: Congressman, while we have you here… Brittney Griner, who is still being held in prison in Russia… Are you comfortable right now, relatively speaking, with where this process is?

ALLRED: Yeah, well, listen, I've known of Brittney since she was in high school when I was playing football at Baylor University. And she was a standout basketball player in Houston. And we were going to try and recruit her to come to Baylor to be part of our incredible women's basketball team, which she eventually did. And she's one of the best basketball players in the world. She's a Texan, and she's somebody who we're working extremely hard to get home.

Everybody should just know that the trial, so to speak, that you just saw was a sham. In Russia, if you reach that point, you have about a 98% chance that you're going to be convicted. So it's not really a trial.

And also that she was held, and is still being held, basically to exert pressure on the United States. And so we are doing everything we can to get her and Paul Whelan home.

But I actually do think that it's a positive that we're through the trial and sentencing phase, because we've known from the beginning that the Russians weren't going to seriously discuss a swap with us until that happens.

So as sad as it's been to see her receive a nine-year sentence and all of those things and to see the stress that she's been under, it also means that we are closer to getting her home."
24,abc,politics,"Video Senate Democrats pass climate, tax and health bill aimed to reduce inflation","['video', 'means', 'prescription', 'climate', 'reduce', 'bill', 'democrats', 'health', 'reporter', 'reduction', 'pass', 'senate', 'inflation', 'tax']","Senate Democrats pass climate, tax and health bill aimed to reduce inflation ABC News business reporter Alexis Christoforous discusses the latest on the Inflation Reduction Act and what that means for Americans’ health insurance and prescription drug charges.","Senate Democrats pass climate, tax and health bill aimed to reduce inflation ABC News business reporter Alexis Christoforous discusses the latest on the Inflation Reduction Act and what that means for Americans’ health insurance and prescription drug charges."
25,abc,politics,Democrats wait on Biden bounce after string of good news: The Note,"['trump', 'abc', 'republicans', 'string', 'bounce', 'latest', 'note', 'biden', 'democrats', 'voters', 'wait', 'house', 'president', 'good', 'election']","The latest ABC News/Ipsos poll shows President Joe Biden stuck in a rut carved by perceptions of the economy.
Democrats have all but resigned themselves to a midterm cycle where Biden is deeply unpopular.
President Joe Biden takes off his mask as he walks towards Marine One for departure to Rehoboth Beach, Del., Aug. 7, 2022.
It comes as the latest ABC News/Ipsos poll shows a shrinking enthusiasm gap between Democrat and Republican voters.
http://apple.co/2HPocULWHAT YOU NEED TO KNOW TODAYPresident Joe Biden and first lady Jill Biden will arrive in Kentucky at 10:45 a.m.","Sometimes the headline comes out of what doesn’t change.

The TAKE with Rick Klein

In an era where major events are happening virtually all the time, sometimes the headline comes out of what doesn't change.

The latest ABC News/Ipsos poll shows President Joe Biden stuck in a rut carved by perceptions of the economy. His approval ratings across a range of issues -- handling of inflation and taxes and even climate change and gun violence -- are all underwater and virtually unchanged since June or, in the case of inflation (29% approval), since the beginning of the year.

That's despite easing gas prices, encouraging jobs numbers and -- as of Sunday -- congressional action on a major health care, tax and environmental package cobbled together under the promise of addressing inflation.

The latest numbers come at a strange moment for Biden. Some Democrats are openly questioning whether he should or will run for reelection in 2024, even as the consensus on the president's accomplishments is likely to change with the surprise passage of the Inflation Reduction Act.

Maureen Dowd's latest New York Times op-ed arguing that Biden would be stronger as a lame duck -- ""he and his team could do what they thought was right rather than what was politically expedient"" -- adds to an awkward intra-party conversation.

On ABC's ""This Week"" on Sunday, close Biden ally Sen. Chris Coons, D-Del., brushed aside Dowd's column and predicted that ""a whole string of wins"" would start to change the midterm outlook. But even he wouldn't directly say whether he was urging Biden to run again, confirming only that he wants Biden to focus on more immediate challenges facing American families.

Democrats have all but resigned themselves to a midterm cycle where Biden is deeply unpopular. But in an election year where every point matters, just how stuck he is could mean seats in the House and Senate.

President Joe Biden takes off his mask as he walks towards Marine One for departure to Rehoboth Beach, Del., Aug. 7, 2022. Ken Cedeno/Reuters

The RUNDOWN with Averi Harper

With less than 100 days until general election votes are tallied, former President Donald Trump's continued hints at a 2024 bid stand to energize Democratic voters in key elections.

Trump remains a powerful force within right-wing circles, as evidenced by the Conservative Political Action Conference straw poll that showed Trump as the clearly favored candidate for 2024.

When Trump spoke to the crowd at CPAC, he indicated that he ""may have to do it again"" and told reporters the ""time is coming"" for a formal campaign announcement.

""I think people are going to be very happy,"" Trump told Fox News Digital at CPAC.

It comes as the latest ABC News/Ipsos poll shows a shrinking enthusiasm gap between Democrat and Republican voters. When asked how enthusiastic they were about voting in November, the poll found that 75% of Republicans are either very or somewhat enthusiastic about voting, compared to 68% of Democrats.

In ABC News/Ipsos polls conducted in April and June this year, Republicans were likelier to report that they were very enthusiastic about voting than Democrats. That gap has narrowed to five points in this August poll.

An announcement could fuel voters who oppose Trump to cast midterm ballots in swing states where control of Congress is at stake.

Voters fill out their ballots in the voting booths at Scarborough, Maine, Nov. 2, 2021. Portland Press Herald via Getty Images, FILE

The TIP with Alisa Wiersema

Nearly a week after voters cast ballots in a slate of high-profile August primary races, the contours of Republican intraparty divisions ahead of November are coming into view.

In Washington state, Rep. Dan Newhouse -- one of 10 House Republicans to vote in favor of the impeachment of former President Donald Trump -- advanced to the general election over the weekend alongside Democrat Doug White. The development is likely to put Newhouse on track to retain his seat in Congress, as two of his fellow pro-impeachment colleagues have already lost to Trump-backed challengers this primary season.

But Newhouse could be one of just two Republicans to come out on top -- four other GOP lawmakers who backed impeachment chose to resign rather than face voters this year, and the fates of Reps. Jaime Herrera Beutler and Liz Cheney are still unknown.

Meanwhile, Arizona saw a Trump-endorsement sweep in statewide races. Former TV news anchor Kari Lake beat her Republican opponent, Karrin Taylor Robson, despite Robson having the backing of term-limited Gov. Doug Ducey and former Vice President Mike Pence.

Far-right Arizona House legislator Mark Finchem also topped Ducey's pick in the race for secretary of state. The outcome puts Finchem -- who denies the outcome of the 2020 election and attended the Jan. 6 rally preceding the Capitol riot -- on track to potentially become the state's top-ranking election official.

""We may have won this battle -- and I won an epic battle in Arizona. We drove a stake through the heart of the McCain machine,"" Lake said to applause during a speech at the Conservative Political Action Conference on Saturday.

Rep. Dan Newhouse leaves a meeting of the House Republican Conference on Capitol Hill, Dec. 1, 2021. CQ-Roll Call, Inc via Getty Images, FILE

NUMBER OF THE DAY, powered by FiveThirtyEight

4. That's the number of GOP primaries and elections we're watching on Tuesday in Minnesota and Wisconsin. And as FiveThirtyEight's Nathaniel Rakich writes, Minnesota's special election in the 1st Congressional District could be especially important as its margins will help us better understand whether Democrats -- or Republicans -- have an advantage headed into the 2022 midterms. So far it's been a mixed bag, but in recent weeks the race for Congress has inched toward Democrats in the polls. Wisconsin also has two statewide races, for governor and attorney general, where Republicans are hoping to make inroads. We'll be back Monday with our preview of the key Democratic races to watch in Connecticut, Minnesota, Vermont and Wisconsin. Please be sure to join us Tuesday as we live-blog the results at FiveThirtyEight.

THE PLAYLIST

ABC News' ""Start Here"" Podcast. ""Start Here"" begins Monday morning with a deep dive on the Inflation Reduction Act. ABC's MaryAlice Parks explains what's in the major climate and health care legislation and how significant of a win it is for Democrats. Then, ABC's Jordana Miller reports from Jerusalem after a deadly weekend of violence in Gaza. And ABC's Britt Clennett is in Kyiv to discuss concerns over shelling at a Ukraine nuclear plant. http://apple.co/2HPocUL

WHAT YOU NEED TO KNOW TODAY

President Joe Biden and first lady Jill Biden will arrive in Kentucky at 10:45 a.m. ET ""to visit families affected by the devastation from recent flooding and survey recovery efforts,"" the White House said.

At 12:30 p.m. ET, the president will participate in a briefing on the ongoing response efforts to the recent flooding at Marie Roberts Elementary School in Lost Creek, Kentucky.

The president will deliver remarks at 2 p.m. ET, before he and the first lady return to the White House.

Download the ABC News app and select ""The Note"" as an item of interest to receive the day's sharpest political analysis.

The Note is a daily ABC News feature that highlights the day's top stories in politics. Please check back Tuesday for the latest."
26,abc,politics,"After Roe, some questions and concern over future abortion access in D.C.","['concern', 'future', 'access', 'district', 'roe', 'rule', 'congress', 'nadeau', 'abortion', 'right', 'questions', 'supreme', 'told', 'dc']","Roe v. Wade's overturning in June returned the regulation -- or banning -- of abortion to individual states and at least 15 states have since ceased nearly all abortion services.
D.C. has some of the least restrictive abortion laws in the country: It is legal for all stages of pregnancy.
However, because of the district's unique status under Congress, abortion access has other caveats.
""Despite the Left's lie that women have a constitutional right to abortion, the Constitution clearly secures an unalienable right to live — but it does not provide a right to abortion.""
D.C. Councilmember Nadeau told ABC News there were larger challenges to removing the area's autonomy.","The district has limited autonomy under a Congress that could soon be GOP-led.

Roe v. Wade's overturning in June returned the regulation -- or banning -- of abortion to individual states and at least 15 states have since ceased nearly all abortion services.

However, there are some questions about decidedly non-state Washington, D.C.

As a federal district, it operates under the 1973 Home Rule Act, which provides certain authority to the D.C. mayor and 13 elected councilmembers but reserves for Congress the ultimate power to govern.

D.C. has some of the least restrictive abortion laws in the country: It is legal for all stages of pregnancy. However, because of the district's unique status under Congress, abortion access has other caveats. Medicaid funding, for example, cannot be used as it can in states.

With the Republican Party hoping to retake the House and Senate in November -- a likely outcome at least in the House, according to FiveThirtyEight -- some conservative lawmakers have openly mused about trying to repeal the district's limited autonomy and abortion access along with it.

In past attempts to restrict abortions in the district, local councilmembers could rely on Roe as a legal barricade. The post-Roe future is more uncertain.

The most outspoken opponent of home rule is Rep. Andrew Clyde, R-Ga., who said in February he planned to introduce legislation to effectively dissolve what he deemed a ""failed experiment.""

""My forthcoming legislation to repeal D.C.'s Home Rule Act will follow and uphold the Constitution, period,"" Clyde told Politico in June, after the Supreme Court reversed Roe. ""Despite the Left's lie that women have a constitutional right to abortion, the Constitution clearly secures an unalienable right to live — but it does not provide a right to abortion.""

D.C. Councilmember Brianne Nadeau said the proposals by Clyde and other conservatives called for heightened caution from local officials.

Demonstrators are seen on Constitution Avenue during a march for abortion rights in response to the Supreme Courts leaked draft opinion indicating the Court will overturn Roe v. Wade, May 14, 2022. Tom Williams/CQ-Roll Call, Inc via Getty Images, FILE

""Whenever a Republican member of Congress mentions [ending home rule], I think we have to be prepared to protect our residents' rights from being curtailed,"" Nadeau told ABC News.

On May 6, in the wake of the leak of a draft of the Supreme Court's majority opinion striking down Roe, Nadeau introduced the Humans Rights Sanctuary Amendment Act of 2022. She called it a needed protection. If passed, it would prevent the district from cooperating in out-of-state investigations with the goal to impose criminal or civil liability for abortion, contraception use and other protected conduct.

""My bill also anticipates further action by the Supreme Court that might prevent people from upholding their marriage or receiving gender-affirming care,"" Nadeau said. ""If there's a same-sex couple or a trans child who needs lifesaving health care, I want to make sure that D.C. has already contemplated that future need for proper protection.""

Nadeau's proposal also includes a countermeasure -- a private right of action -- against state laws that empower plaintiffs to sue people they suspect are connected to illegal abortions, such as the novel Texas law passed in 2021.

Nadeau's bill is modeled on Connecticut's Reproductive Freedom Defense Act, signed into law in May, which shields abortion seekers from out-of-state scrutiny and state clinicians from lawsuits from out-of-state plaintiffs.

The D.C. Council held a public hearing related to reproductive health care on July 14, in which Kate Vlach, the policy director for the Office of the D.C. Attorney General, said district clinicians were ""uncertain if they might face criminal prosecution for providing services"" to out-of-state abortion seekers.

Meanwhile, the district's non-voting delegate to Congress, Eleanor Holmes Norton, has called on Congress to reconsider statehood and codify abortion into federal law -- both dim prospects given GOP opposition, Democrats' narrow majorities and moderates' support for the Senate filibuster.

Ward One Councilmember Brianne Nadeau speaks during the 2015 District of Columbia Inauguration ceremony at the Convention Center in Washington, Jan. 2, 2015. Carolyn Kaster/AP, FILE

At a House Oversight Committee hearing on July 13, Norton urged: ""Statehood is the best way for D.C. to protect abortion access for its residents.""

A repeal of the decades-old home rule or a crackdown on D.C.'s abortion access are also slim in the short term: Clyde's plan has not risen to leadership level. Kentucky Republican Rep. James Comer, the ranking member of the House Oversight Committee, told Axios last month: ""There have been no discussions committee-wide on this. This is an Andrew Clyde project that he feels very passionate about.""

D.C. Councilmember Nadeau told ABC News there were larger challenges to removing the area's autonomy.

""It's not that simple to take over a district that has had a local government for more than 40 years, and then have no other plan for it,"" she argued. ""I think this difficulty will be a hard deterrent [for the Republican Party] to overcome."""
27,abc,politics,Everytown giving $1.5M to anti-gun violence groups across the country,"['mass', 'everytown', 'antigun', '15m', 'community', 'country', 'violence', 'work', 'valuable', 'gun', 'majeed', 'groups', 'support', 'giving', 'shootings']","The grants are part of a $25 million commitment by Everytown for Gun Safety.
Everytown for Gun Safety is distributing $1.5 million to a select collection of local nonprofit groups working to stop gun violence in their areas before it happens, Everytown officials tell ABC News.
""So we have to work and we have to support community leaders who are doing this work and have been doing this work for decades.""
There have been more than 400 mass shootings so far this year, according to the Gun Violence Archive.
""And they're also providing direct support to the families impacted by these mass shootings.","The grants are part of a $25 million commitment by Everytown for Gun Safety.

Hundreds of thousands of dollars in new funding are set to be given out this week to community organizations as part of a major anti-gun violence organization's latest nationwide efforts.

Everytown for Gun Safety is distributing $1.5 million to a select collection of local nonprofit groups working to stop gun violence in their areas before it happens, Everytown officials tell ABC News.

""There are more guns now than there were last year and the year before that -- and we know that when there are more guns, there's more violence,"" said Michael-Sean Spence, Everytown's director of community safety initiatives. ""So we have to work and we have to support community leaders who are doing this work and have been doing this work for decades.""

The grants, which come as part of a $25 million commitment that Everytown made last year, further expand the organizational reach throughout the U.S. with the addition of program support in Los Angeles, Las Vegas and San Antonio, Texas.

Recipients also include groups in Charleston, South Carolina; Denver; Madison, Wisconsin; Miami and more.

There have been more than 400 mass shootings so far this year, according to the Gun Violence Archive. Nearly 700 mass shooting were recorded by the archive in 2021.

Spence and his team at Everytown see the need to strengthen organizations with deep community ties that are capable of performing triage to areas destabilized by violent acts, he said.

""Of course, those are tragic incidents that immediately capture the zeitgeist, but we can't forget the fact that these same community-based violence intervention programs are also showing up to those scenes,"" Spence said. ""And they're also providing direct support to the families impacted by these mass shootings. They're staying on the scene for weeks at a time preventing additional violence from occurring.""

The scene of a mass shooting is cordoned off by law enforcement in Over-the-Rhine, Cincinnati, Aug. 7, 2022. Liz Dufour/Cincinnati Enquirer via USA Today Network

Warees Majeed, co-founder of the Washington, D.C.-based community support group Yaay Me!, works with both perpetrators and victims of gun violence to institute behavioral changes that steer disadvantaged youth away from firearms.

""We show people how valuable they are, how valuable their communities are, how valuable their families are,"" Majeed told ABC News. ""And once we do that, we see individuals literally transform.""

Strategic outreach to offenders and potential offenders allows community leaders to directly communicate the incentives and disincentives ultimately enforced by authorities, advocates say. A 2012 research review of 10 programs that employed a similar deterrence approach found a statistically significant reduction in crime.

Likewise, a 2019 study of street gangs in Oakland, California, also found a significant reduction in shootings in places where specific gangs were contacted and assisted by community-based intervention groups.

A woman looks for her shoes that were left at scene of a mass shooting is cordoned off by law enforcement in Over-the-Rhine, Cincinnati, Aug. 7, 2022. Liz Dufour/Cincinnati Enquirer via USA Today Network

""We focus on pathways to self-sufficiency,"" Majeed said. ""So, trying to take an individual from being in crisis and hopefully getting them to a safe, stable place and then, eventually, hopefully thriving,""

While these community-based efforts represent more of a public health approach to violence prevention, Majeed said engaging local police is a critical part of their mission, too.

""Everybody has a place in a public safety space,"" he said."
28,abc,politics,Video Senate passes Inflation Reduction Act in 51-50 vote,"['video', 'act', 'large', 'job', 'vote', 'reduction', 'raise', 'taxes', 'passes', 'lower', '5150', 'senate', 'inflation', 'prescription']","Senate passes Inflation Reduction Act in 51-50 vote The bill aims to increase job creation, raise taxes on large corporations, lower the costs of some prescription drugs and invest in addressing climate change.","Senate passes Inflation Reduction Act in 51-50 vote The bill aims to increase job creation, raise taxes on large corporations, lower the costs of some prescription drugs and invest in addressing climate change."
